,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
584,port moresby,PG,2024-04-25 22:15:04,-9.4431,147.1797,40,66,89.29399999999998,5.14
585,fonadhoo,,,,,,,,
586,borodulikha,KZ,2024-04-25 22:15:12,50.7184,80.9295,0,30,36.158,10.41
587,tol'yatti,RU,2024-04-25 22:19:48,53.5303,49.3461,97,81,51.89000000000002,4.51
588,selkirk,CA,2024-04-25 22:19:49,50.1436,-96.8845,66,45,64.74199999999999,5.36
589,kunhegyes,HU,2024-04-25 22:18:18,47.3667,20.6333,7,82,35.851999999999975,0.86
590,mili,MH,2024-04-25 22:19:49,6.0815,171.735,31,82,82.868,9.71
591,ballina,AU,2024-04-25 22:19:49,-28.8667,153.5667,97,66,70.05199999999998,6.62
592,birao,CF,2024-04-25 22:19:49,10.2849,22.7882,96,34,86.30600000000004,3
593,kittila,FI,2024-04-25 22:19:49,67.6647,24.8936,0,86,29.875999999999987,1.54
594,andergrove,AU,2024-04-25 22:19:50,-21.0833,149.1833,6,68,85.90999999999998,5.4
595,geraldton,AU,2024-04-25 22:16:52,-28.7667,114.6,0,34,79.484,6.69
596,ha giang,VN,2024-04-25 22:19:50,22.8333,104.9833,1,44,93.95600000000003,2.19
597,carboneras,ES,2024-04-25 22:19:50,37.0015,-1.9213,0,82,59.774000000000015,1.55
598,greenland,US,2024-04-25 22:19:51,43.0362,-70.8328,0,77,42.38599999999997,0
599,vargarda,SE,2024-04-25 22:19:51,58.0371,12.8091,100,96,36.193999999999974,1.76
600,mabaruma,GY,2024-04-25 22:19:51,8.2,-59.7833,92,87,76.424,1.22
601,bambari,CF,2024-04-25 22:19:51,5.768,20.6757,100,69,76.00999999999999,1.35
